Invoice ID,Customer Id,Product_Code,Quantity,Payment,Rating
266-20-6657,SA-1568,HB-606,7,payment:CSH,Rating:5
510-95-6347,EG-1569,HB-659,3,payment:CSH,Rating:10
366-43-6862,EG-1511,EA-311,4,payment:WA,Rating:6
616-24-2851,EG-1634,Fa-477,4,payment:CSH,Rating:6
794-32-2436,EG-2205,EA-311,2,payment:WA,Rating:6
715-20-1673,EG-1889,EA-308,5,payment:CSH,Rating:9
500-02-2261,SA-1584,HB-661,6,payment:WA,Rating:5
527-09-6272,UAE-2193,EA-308,5,payment:CA,Rating:9
643-38-7867,UAE-1586,HLS-207,1,payment:CSH,Rating:6
727-75-6477,SA-1473,EA-308,4,payment:CSH,Rating:6
268-27-6179,EG-1577,Fa-426,8,payment:WA,Rating:8
320-49-6392,SA-2104,EA-308,1,payment:CSH,Rating:8
120-06-4233,SA-1863,EA-308,6,payment:CSH,Rating:9
471-41-2823,SA-1601,HB-613,2,payment:WA,Rating:8
745-74-0715,UAE-1534,EA-312,2,payment:CSH,Rating:8
152-08-9985,EG-1603,HB-623,9,payment:CA,Rating:8
831-07-6050,UAE-2067,EA-308,5,payment:CA,Rating:9
362-58-8315,SA-1550,Fa-432,5,payment:CSH,Rating:9
276-75-6884,UAE-1611,HB-603,3,payment:CSH,Rating:8
857-16-3520,UAE-1944,Fa-442,7,payment:CSH,Rating:10
207-73-1363,EG-1622,HB-689,2,payment:CSH,Rating:8
291-32-1427,EG-1972,Fa-437,5,payment:CSH,Rating:5
263-87-5680,SA-1632,HLS-212,10,payment:CSH,Rating:7
214-30-2776,EG-1687,EA-308,5,payment:CA,Rating:9
210-74-9613,SA-2178,Fa-480,4,payment:CSH,Rating:8
642-61-4706,EG-1637,HB-616,2,payment:CSH,Rating:5
802-43-8934,UAE-1639,HLS-210,1,payment:CA,Rating:8
173-57-2300,SA-1640,SL-216,2,payment:CSH,Rating:6
256-08-8343,UAE-1641,HLS-220,4,payment:WA,Rating:5
238-45-6950,EG-1643,HB-670,1,payment:WA,Rating:6
797-88-0493,UAE-1653,HB-654,4,payment:CSH,Rating:7
640-48-5028,EG-1656,HLS-215,9,payment:CSH,Rating:6
731-59-7531,EG-1658,HB-690,8,payment:CSH,Rating:4
472-15-9636,UAE-1659,HLS-214,8,payment:CSH,Rating:9
617-15-4209,SA-1663,HB-680,2,payment:CSH,Rating:7
436-54-4512,UAE-1671,HB-693,1,payment:CSH,Rating:9
411-77-0180,UAE-1461,EA-314,7,payment:CSH,Rating:4
286-43-6208,SA-1674,HB-697,9,payment:CSH,Rating:9
266-76-6436,SA-1675,HB-696,3,payment:CSH,Rating:7
588-01-7461,SA-1677,HB-658,9,payment:CSH,Rating:4
361-59-0574,EG-1678,SL-202,8,payment:CA,Rating:6
489-64-4354,SA-2304,Fa-474,1,payment:CSH,Rating:5
340-66-0321,UAE-2229,EA-308,4,payment:CSH,Rating:7
345-08-4992,UAE-1683,HLS-219,6,payment:CA,Rating:7
884-80-6021,UAE-2280,EA-314,10,payment:CSH,Rating:9
262-47-2794,EG-1685,HLS-205,8,payment:CA,Rating:6
420-97-3340,UAE-1686,HB-600,3,payment:CA,Rating:9
760-90-2357,UAE-1428,EA-314,6,payment:CSH,Rating:5
448-81-5016,UAE-1690,HB-635,2,payment:CA,Rating:5
172-42-8274,EG-1355,EA-308,2,payment:CA,Rating:5
850-41-9669,UAE-1591,EA-315,9,payment:CSH,Rating:6
605-83-1050,EG-1446,Fa-480,2,payment:CSH,Rating:5
593-08-5916,UAE-1597,Fa-458,1,payment:CA,Rating:8
574-57-9721,SA-1710,HB-685,2,payment:WA,Rating:5
807-34-3742,UAE-2296,Fa-487,1,payment:CSH,Rating:5
607-65-2441,SA-1719,HB-600,10,payment:CA,Rating:6
291-21-5991,EG-1722,HB-700,5,payment:CSH,Rating:7
689-16-9784,SA-1724,HB-602,6,payment:CSH,Rating:6
895-66-0685,EG-1725,HB-637,3,payment:WA,Rating:8
131-15-8856,SA-1727,HB-622,8,payment:CA,Rating:4
487-79-6868,EG-1729,HLS-206,9,payment:CA,Rating:8
704-20-4138,SA-1730,HB-636,7,payment:CA,Rating:8
829-49-1914,SA-1731,HB-617,10,payment:WA,Rating:6
199-75-8169,UAE-1736,SL-210,10,payment:CA,Rating:8
360-39-5055,SA-1738,SL-205,5,payment:CSH,Rating:6
655-07-2265,UAE-1881,EA-317,3,payment:CSH,Rating:5
573-10-3877,EG-1740,HB-660,1,payment:CSH,Rating:8
596-42-3999,EG-1743,HB-602,7,payment:CA,Rating:6
805-86-0265,UAE-1746,HLS-210,9,payment:CSH,Rating:9
334-64-2006,UAE-1748,HLS-209,2,payment:CSH,Rating:9
451-28-5717,SA-1749,HLS-214,6,payment:CSH,Rating:7
616-87-0016,EG-1948,Fa-472,7,payment:CA,Rating:9
267-62-7380,SA-2141,EA-317,10,payment:CSH,Rating:8
423-64-4619,UAE-1755,HB-668,9,payment:CSH,Rating:5
239-48-4278,UAE-1759,HB-656,7,payment:CSH,Rating:8
811-03-8790,UAE-1752,EA-309,10,payment:CA,Rating:4
892-05-6689,UAE-1765,HLS-209,5,payment:CSH,Rating:6
234-03-4040,EG-1766,HB-649,10,payment:CA,Rating:8
885-17-6250,UAE-1769,HB-658,1,payment:WA,Rating:7
359-94-5395,EG-1770,HB-683,1,payment:CA,Rating:9
339-96-8318,EG-1726,Fa-419,7,payment:WA,Rating:8
563-91-7120,UAE-1329,Fa-434,5,payment:CSH,Rating:8
598-47-9715,SA-1333,EA-317,4,payment:CSH,Rating:4
371-85-5789,EG-1781,HB-686,3,payment:WA,Rating:5
877-22-3308,UAE-1782,HB-606,10,payment:CSH,Rating:5
163-56-7055,SA-1802,Fa-435,1,payment:CSH,Rating:8
699-14-3026,SA-2061,EA-317,7,payment:CSH,Rating:9
734-91-1155,EG-1331,EA-309,3,payment:CA,Rating:7
157-13-5295,UAE-1790,HB-612,10,payment:WA,Rating:6
318-81-2368,SA-1855,EA-309,1,payment:CSH,Rating:6
510-09-5628,UAE-1554,Fa-487,10,payment:CA,Rating:8
413-20-6708,SA-1910,Fa-452,1,payment:CSH,Rating:8
584-66-4073,SA-1528,Fa-479,1,payment:CSH,Rating:9
802-70-5316,UAE-1800,SL-220,6,payment:CSH,Rating:8
256-58-3609,SA-2245,Fa-414,1,payment:CSH,Rating:9
316-01-3952,UAE-1811,HB-661,5,payment:CSH,Rating:8
808-65-0703,SA-1812,HLS-212,4,payment:CA,Rating:6
633-09-3463,SA-2149,EA-309,3,payment:CA,Rating:9
840-19-2096,SA-1929,EA-317,5,payment:WA,Rating:8
565-91-4567,EG-1819,HB-673,8,payment:WA,Rating:6
242-55-6721,EG-1820,HLS-211,2,payment:WA,Rating:6
320-32-8842,SA-1824,HB-619,1,payment:CSH,Rating:6
777-82-7220,EG-1825,HLS-203,8,payment:CSH,Rating:7
155-45-3814,SA-1354,EA-317,8,payment:WA,Rating:7
891-58-8335,EG-1827,SL-211,7,payment:CSH,Rating:6
433-75-6987,EG-1831,HB-634,7,payment:WA,Rating:8
221-25-5073,UAE-1837,HB-687,4,payment:CSH,Rating:8
633-44-8566,UAE-1838,HB-652,7,payment:CA,Rating:7
662-47-5456,SA-1935,Fa-460,10,payment:CA,Rating:8
898-04-2717,UAE-1574,Fa-481,9,payment:CSH,Rating:7
439-54-7422,UAE-1425,EA-310,4,payment:CA,Rating:4
122-61-9553,SA-2162,EA-310,9,payment:CSH,Rating:5
856-22-8149,UAE-1860,HLS-219,1,payment:CSH,Rating:6
211-05-0490,SA-2084,EA-311,5,payment:CSH,Rating:7
148-82-2527,SA-1869,HLS-215,10,payment:CA,Rating:8
594-34-4444,UAE-2147,EA-317,1,payment:WA,Rating:7
608-96-3517,EG-1421,Fa-442,4,payment:CA,Rating:6
423-57-2993,EG-1356,SL-211,6,payment:CSH,Rating:10
364-33-8584,EG-1884,HB-658,5,payment:CSH,Rating:8
725-67-2480,EG-1548,Fa-475,6,payment:CA,Rating:5
829-34-3910,UAE-1890,HB-658,10,payment:CSH,Rating:5
783-09-1637,EG-1423,SL-208,5,payment:CSH,Rating:6
815-11-1168,UAE-1892,HB-678,5,payment:CSH,Rating:5
730-70-9830,SA-1893,HLS-212,6,payment:CSH,Rating:5
453-12-7053,SA-1676,Fa-433,3,payment:CA,Rating:8
825-94-5922,EG-1434,SL-203,2,payment:CSH,Rating:7
213-72-6612,UAE-1898,HB-662,2,payment:CSH,Rating:6
542-41-0513,EG-1965,EA-312,4,payment:CSH,Rating:6
313-66-9943,EG-1904,HB-645,3,payment:CA,Rating:7
153-58-4872,SA-1907,HB-662,4,payment:CSH,Rating:4
778-89-7974,SA-1908,HB-659,6,payment:CSH,Rating:7
759-29-9521,UAE-1798,Fa-458,9,payment:CSH,Rating:8
305-14-0245,EG-1911,HLS-202,8,payment:CSH,Rating:7
470-32-9057,UAE-1914,HB-628,5,payment:CA,Rating:9
725-54-0677,SA-1917,HB-682,7,payment:CSH,Rating:5
851-28-6367,UAE-1478,SL-216,10,payment:CSH,Rating:8
118-62-1812,SA-1921,HLS-206,4,payment:CSH,Rating:7
228-96-1411,SA-1922,HB-633,8,payment:CSH,Rating:7
182-88-2763,EG-1925,HB-643,3,payment:CA,Rating:5
319-50-3348,EG-1927,HLS-208,2,payment:WA,Rating:8
554-53-3790,EG-1930,SL-207,6,payment:CSH,Rating:8
220-28-1851,UAE-1931,HLS-211,2,payment:WA,Rating:9
766-85-7061,EG-1934,HB-634,10,payment:WA,Rating:5
573-58-9734,EG-1645,Fa-406,3,payment:WA,Rating:5
470-31-3286,EG-1939,HB-689,3,payment:CA,Rating:8
737-88-5876,UAE-1946,HLS-210,4,payment:CA,Rating:5
101-17-6199,UAE-1947,HB-680,7,payment:CA,Rating:7
760-53-9233,UAE-1987,Fa-481,3,payment:CA,Rating:8
668-90-8900,UAE-1957,HLS-200,7,payment:CSH,Rating:4
652-43-6591,UAE-1665,Fa-452,8,payment:CA,Rating:6
676-39-6028,UAE-1762,EA-313,5,payment:CSH,Rating:6
538-22-0304,SA-1882,EA-313,10,payment:CSH,Rating:5
189-17-4241,UAE-1940,Fa-436,2,payment:CA,Rating:7
565-67-6697,EG-1964,HLS-206,9,payment:CSH,Rating:4
468-88-0009,UAE-1970,HLS-200,4,payment:CSH,Rating:6
632-90-0281,SA-1664,Fa-496,10,payment:CA,Rating:9
651-96-5970,UAE-1667,Fa-495,1,payment:CA,Rating:8
142-63-6033,EG-1976,HLS-217,5,payment:CSH,Rating:8
702-83-5291,SA-1876,Fa-400,9,payment:CSH,Rating:8
509-29-3912,UAE-1567,SL-206,9,payment:CSH,Rating:10
549-96-4200,SA-1989,HB-669,4,payment:CSH,Rating:7
210-30-7976,EG-1952,Fa-402,4,payment:CSH,Rating:5
468-01-2051,EG-1997,HB-620,7,payment:CSH,Rating:5
361-85-2571,UAE-2003,SL-218,5,payment:CSH,Rating:7
883-69-1285,EG-1813,Fa-427,2,payment:CA,Rating:8
139-32-4183,UAE-1570,SL-201,9,payment:CSH,Rating:7
828-61-5674,UAE-2016,SL-210,10,payment:CA,Rating:9
650-98-6268,EG-2018,HB-660,3,payment:CA,Rating:8
755-12-3214,SA-2116,Fa-440,5,payment:CA,Rating:8
537-72-0426,SA-2027,Fa-468,10,payment:CSH,Rating:5
227-03-5010,UAE-2029,HLS-206,8,payment:CA,Rating:8
821-07-3596,SA-2239,Fa-473,4,payment:CSH,Rating:5
721-86-6247,UAE-2033,HLS-200,8,payment:CSH,Rating:7
860-73-6466,UAE-2034,SL-216,2,payment:CA,Rating:5
696-90-2548,UAE-1672,SL-206,3,payment:CSH,Rating:6
282-35-2475,EG-2041,SL-205,2,payment:CSH,Rating:6
565-17-3836,UAE-2042,HB-601,4,payment:CSH,Rating:9
286-01-5402,UAE-2044,SL-211,7,payment:CSH,Rating:9
276-54-0879,EG-1684,SL-216,4,payment:CSH,Rating:6
585-03-5943,EG-2055,HB-657,10,payment:CSH,Rating:5
701-69-8742,EG-1704,SL-208,10,payment:WA,Rating:6
641-62-7288,EG-2057,HLS-215,6,payment:CSH,Rating:7
574-22-5561,SA-2254,Fa-454,10,payment:CSH,Rating:8
733-29-1227,SA-2063,HLS-203,7,payment:CSH,Rating:8
407-63-8975,UAE-2069,HB-605,6,payment:WA,Rating:8
610-46-4100,UAE-2071,HB-608,7,payment:CA,Rating:6
442-48-3607,UAE-2074,HB-641,2,payment:CA,Rating:7
578-80-7669,EG-2075,SL-210,1,payment:CSH,Rating:5
568-90-5112,SA-2078,HB-617,4,payment:CA,Rating:5
558-60-5016,UAE-2082,HLS-213,9,payment:CSH,Rating:7
760-54-1821,EG-2083,HLS-203,9,payment:CSH,Rating:5
386-27-7606,SA-2086,HLS-203,7,payment:CA,Rating:8
307-85-2293,EG-2092,HLS-218,5,payment:CSH,Rating:9
247-11-2470,UAE-1440,Fa-434,4,payment:CA,Rating:8
841-35-6630,SA-2216,EA-315,6,payment:CSH,Rating:8
102-06-2002,SA-2108,SL-214,5,payment:CSH,Rating:6
129-29-8530,UAE-1826,SL-217,5,payment:WA,Rating:7
458-41-1477,SA-2113,HB-677,6,payment:CA,Rating:9
574-31-8277,EG-1619,Fa-424,1,payment:CSH,Rating:5
733-01-9107,EG-2120,HLS-219,6,payment:CSH,Rating:7
699-01-4164,SA-2121,HB-609,4,payment:CA,Rating:8
730-50-9884,SA-1834,SL-205,7,payment:WA,Rating:8
586-25-0848,UAE-2124,SL-216,7,payment:CA,Rating:6
290-68-2984,UAE-2126,HLS-217,4,payment:CSH,Rating:5
585-11-6748,EG-2132,SL-200,3,payment:CSH,Rating:5
277-35-5865,SA-2135,HB-665,9,payment:CSH,Rating:6
861-77-0145,SA-2158,EA-317,10,payment:CSH,Rating:9
848-24-9445,SA-2140,HB-636,2,payment:CSH,Rating:4
457-12-0244,SA-1877,SL-217,6,payment:WA,Rating:6
225-98-1496,SA-1501,Fa-401,3,payment:CA,Rating:8
595-94-9924,UAE-2145,HB-611,5,payment:CA,Rating:8
631-41-3108,UAE-2146,HLS-211,7,payment:CA,Rating:7
880-46-5796,UAE-1915,SL-207,10,payment:CSH,Rating:5
816-57-2053,UAE-1918,SL-220,2,payment:CSH,Rating:8
859-97-6048,SA-1716,EA-317,2,payment:CA,Rating:5
438-01-4015,EG-2010,SL-200,4,payment:WA,Rating:6
189-98-2939,SA-1594,Fa-437,9,payment:CSH,Rating:8
883-17-4236,SA-2156,SL-211,2,payment:CA,Rating:7
720-72-2436,UAE-2157,HB-679,4,payment:CSH,Rating:6
593-14-4239,EG-2159,HLS-203,8,payment:CSH,Rating:9
595-11-5460,UAE-2165,HB-673,2,payment:CA,Rating:5
575-30-8091,UAE-2036,SL-215,8,payment:CSH,Rating:9
110-05-6330,SA-2173,HB-699,6,payment:CA,Rating:9
149-15-7606,EG-2077,SL-208,9,payment:WA,Rating:5
278-86-2735,UAE-2177,HB-653,3,payment:CSH,Rating:9
790-29-1172,EG-2185,HB-681,3,payment:CA,Rating:7
656-95-9349,UAE-2187,HB-663,7,payment:CSH,Rating:8
236-27-1144,SA-2192,HB-664,9,payment:WA,Rating:8
835-16-0096,SA-2148,SL-207,5,payment:CSH,Rating:8
408-26-9866,SA-2174,SL-208,7,payment:CSH,Rating:7
651-61-0874,SA-2200,HLS-208,4,payment:CA,Rating:6
549-59-1358,UAE-2175,SL-202,3,payment:CSH,Rating:6
448-61-3783,UAE-1388,EA-317,8,payment:CSH,Rating:8
156-95-3964,UAE-2212,HB-653,4,payment:CSH,Rating:8
176-64-7711,EG-2215,HB-649,3,payment:CSH,Rating:7
220-68-6701,UAE-2217,HLS-217,4,payment:CSH,Rating:7
137-74-8729,SA-2119,Fa-488,8,payment:CSH,Rating:6
722-13-2115,SA-2221,SL-209,1,payment:CA,Rating:9
751-69-0068,SA-2210,SL-215,9,payment:CSH,Rating:9
667-92-0055,UAE-2231,HB-621,6,payment:CSH,Rating:8
878-30-2331,SA-2232,SL-218,10,payment:CA,Rating:7
686-41-0932,EG-1694,Fa-429,2,payment:CSH,Rating:8
886-18-2897,UAE-2246,HB-626,5,payment:CSH,Rating:4
102-77-2261,SA-2248,HB-683,7,payment:CA,Rating:4
851-98-3555,EG-2251,HB-675,5,payment:CA,Rating:6
273-16-6619,EG-2255,HLS-214,2,payment:CA,Rating:4
605-03-2706,UAE-2262,HB-686,3,payment:CSH,Rating:9
132-32-9879,EG-1340,EA-317,4,payment:CSH,Rating:9
333-23-2632,UAE-2269,HB-641,7,payment:CSH,Rating:4
674-56-6360,UAE-1587,EA-317,1,payment:CSH,Rating:6
427-45-9297,EG-2272,HLS-203,7,payment:CSH,Rating:5
711-31-1234,EG-1348,EA-317,4,payment:CSH,Rating:7
576-31-4774,EG-2277,HB-658,3,payment:WA,Rating:4
291-55-6563,UAE-2278,HLS-208,6,payment:WA,Rating:7
719-76-3868,SA-2279,HB-684,4,payment:CSH,Rating:8
364-34-2972,SA-1696,EA-317,3,payment:CSH,Rating:6
115-38-7388,SA-1451,Fa-484,8,payment:CA,Rating:9
152-03-4217,EG-2285,HLS-220,9,payment:CA,Rating:4
584-86-7256,SA-2287,SL-220,7,payment:CA,Rating:7
632-32-4574,EG-2292,SL-220,8,payment:CSH,Rating:5
642-30-6693,EG-2286,SL-218,6,payment:WA,Rating:7
189-52-0236,UAE-1525,EA-317,7,payment:CSH,Rating:7
174-64-0215,EG-2306,SL-204,10,payment:CA,Rating:8
817-69-8206,EG-1919,EA-317,9,payment:CA,Rating:6
483-71-1164,SA-2323,HB-687,6,payment:WA,Rating:5
